departure_airport,arrival_airport,flight_duration,start_datetime
2,7,820,2024-4-18T18:36:00
2,8,350,2024-9-14T6:15:00
2,9,540,2024-3-26T10:33:00
2,10,170,2024-4-16T1:55:00
3,1,420,2024-12-4T5:11:00
3,2,280,2024-6-21T14:2:00
3,4,720,2024-9-28T12:54:00
3,5,280,2024-9-25T2:25:00
3,6,690,2024-4-15T17:47:00
3,7,530,2024-8-28T3:42:00
3,8,510,2024-5-10T15:27:00
3,9,620,2024-10-27T18:18:00
3,10,410,2024-10-30T15:45:00
4,1,140,2024-2-11T3:6:00
4,2,340,2024-11-24T5:35:00
4,3,720,2024-6-28T3:3:00
4,5,320,2024-10-15T12:47:00
4,6,640,2024-3-18T10:38:00
4,7,830,2024-10-25T0:41:00
4,8,290,2024-9-26T23:52:00
4,9,450,2024-11-21T23:27:00
4,10,810,2024-4-22T22:7:00
5,1,620,2024-6-17T5:42:00
5,2,710,2024-7-9T4:27:00
5,3,280,2024-11-27T16:50:00
5,4,320,2024-2-13T0:48:00
5,6,470,2024-9-15T16:42:00
5,7,350,2024-1-7T21:24:00
5,8,280,2024-12-19T2:59:00
5,9,910,2024-6-8T15:36:00
5,10,280,2024-7-29T3:4:00
6,1,280,2024-11-30T18:16:00
6,2,290,2024-9-6T22:1:00
6,3,690,2024-6-5T6:19:00
6,4,640,2024-4-20T7:3:00
6,5,470,2024-2-5T19:27:00
6,7,150,2024-3-20T21:13:00
6,8,350,2024-10-25T23:45:00
6,9,810,2024-1-27T1:26:00
6,10,680,2024-7-25T1:39:00
7,1,190,2024-8-24T20:52:00
7,2,820,2024-6-2T6:12:00
7,3,530,2024-8-19T5:40:00
7,4,830,2024-12-12T10:20:00
7,5,350,2024-7-8T1:3:00
7,6,150,2024-11-28T22:35:00
7,8,540,2024-4-1T18:34:00
7,9,340,2024-2-24T15:1:00
7,10,680,2024-10-22T7:38:00
8,1,320,2024-1-26T22:42:00
8,2,350,2024-5-4T8:27:00
8,3,510,2024-7-10T8:45:00
8,4,290,2024-10-14T9:45:00
8,5,280,2024-7-16T12:10:00
8,6,350,2024-2-29T3:32:00
8,7,540,2024-9-29T4:35:00
8,9,420,2024-1-25T11:12:00
8,10,680,2024-6-10T12:14:00
9,1,470,2024-10-18T19:15:00
9,2,540,2024-12-18T1:49:00
9,3,620,2024-6-8T2:44:00
9,4,450,2024-3-13T5:1:00
9,5,910,2024-10-1T9:47:00
9,6,810,2024-5-1T9:37:00
9,7,340,2024-4-26T11:45:00
9,8,420,2024-7-30T3:4:00
9,10,320,2024-1-8T13:6:00
10,1,220,2024-6-10T10:32:00
10,2,170,2024-7-13T21:56:00
10,3,410,2024-1-10T1:21:00
10,4,810,2024-5-21T15:9:00
10,5,280,2024-9-15T20:27:00
10,6,680,2024-3-23T2:48:00
10,7,680,2024-4-12T19:18:00
10,8,680,2024-5-30T1:8:00
10,9,320,2024-5-7T2:24:00
1,2,300,2024-1-17T20:29:00
1,3,420,2024-10-25T7:51:00
1,4,140,2024-10-5T3:59:00
1,5,620,2024-10-3T19:18:00
1,6,280,2024-11-13T23:28:00
1,7,190,2024-7-18T7:57:00
1,8,320,2024-1-6T7:41:00
1,9,470,2024-2-17T14:1:00
1,10,220,2024-4-26T10:31:00
2,1,300,2024-1-18T13:20:00
2,3,280,2024-12-24T19:50:00
2,4,340,2024-4-3T13:35:00
2,5,710,2024-4-22T15:37:00
2,6,290,2024-4-19T3:56:00
2,7,820,2024-11-25T15:7:00
2,8,350,2024-5-30T19:2:00
2,9,540,2024-6-30T18:21:00
2,10,170,2024-8-5T9:15:00
3,1,420,2024-2-18T4:13:00
3,2,280,2024-3-2T20:57:00
3,4,720,2024-9-13T23:25:00
3,5,280,2024-5-16T0:8:00
3,6,690,2024-8-20T0:57:00
3,7,530,2024-10-3T21:23:00
3,8,510,2024-4-11T16:16:00
3,9,620,2024-6-27T18:38:00
3,10,410,2024-12-17T16:7:00
4,1,140,2024-5-10T19:59:00
4,2,340,2024-5-13T23:32:00
4,3,720,2024-2-26T22:14:00
4,5,320,2024-5-16T0:7:00
4,6,640,2024-12-19T2:30:00
4,7,830,2024-1-12T1:23:00
4,8,290,2024-12-12T22:2:00
4,9,450,2024-12-9T5:26:00
4,10,810,2024-4-6T4:54:00
5,1,620,2024-7-24T22:1:00
5,2,710,2024-4-18T6:55:00
5,3,280,2024-11-23T5:59:00
5,4,320,2024-10-13T11:26:00
5,6,470,2024-9-14T9:7:00
5,7,350,2024-2-18T3:49:00
5,8,280,2024-3-21T20:39:00
5,9,910,2024-6-6T20:51:00
5,10,280,2024-3-16T15:4:00
6,1,280,2024-4-9T4:1:00
6,2,290,2024-11-19T13:37:00
6,3,690,2024-12-4T8:8:00
6,4,640,2024-12-26T18:41:00
6,5,470,2024-11-27T4:18:00
6,7,150,2024-5-24T22:23:00
6,8,350,2024-6-13T15:12:00
6,9,810,2024-2-8T5:17:00
6,10,680,2024-5-12T8:34:00
7,1,190,2024-5-7T23:9:00
7,2,820,2024-6-26T18:16:00
7,3,530,2024-3-6T19:22:00
7,4,830,2024-9-20T12:55:00
7,5,350,2024-7-6T20:50:00
7,6,150,2024-4-3T2:40:00
7,8,540,2024-6-10T5:9:00
7,9,340,2024-3-18T5:5:00
7,10,680,2024-8-20T19:6:00
8,1,320,2024-6-25T15:40:00
8,2,350,2024-7-27T19:24:00
8,3,510,2024-10-26T12:45:00
8,4,290,2024-1-21T18:30:00
8,5,280,2024-10-20T9:42:00
8,6,350,2024-4-2T10:4:00
8,7,540,2024-8-25T13:25:00
8,9,420,2024-10-24T2:51:00
8,10,680,2024-1-9T20:12:00
9,1,470,2024-11-2T10:5:00
9,2,540,2024-8-26T6:34:00
9,3,620,2024-2-2T4:54:00
9,4,450,2024-5-19T10:22:00
9,5,910,2024-5-9T14:13:00
9,6,810,2024-11-27T1:30:00
9,7,340,2024-2-30T16:28:00
9,8,420,2024-8-1T16:1:00
9,10,320,2024-9-9T18:1:00
10,1,220,2024-2-18T1:18:00
10,2,170,2024-6-19T11:7:00
10,3,410,2024-1-13T10:16:00
10,4,810,2024-11-1T6:15:00
10,5,280,2024-4-25T15:44:00
10,6,680,2024-1-8T2:38:00
10,7,680,2024-11-18T9:28:00
10,8,680,2024-12-11T23:39:00
10,9,320,2024-6-23T6:22:00
1,2,300,2024-8-29T12:50:00
1,3,420,2024-6-15T15:11:00
1,4,140,2024-5-5T0:16:00
1,5,620,2024-2-6T1:12:00
1,6,280,2024-5-9T3:41:00
1,7,190,2024-4-13T11:10:00
1,8,320,2024-5-10T17:49:00
1,9,470,2024-9-2T20:57:00
1,10,220,2024-4-27T14:38:00
2,1,300,2024-1-6T13:40:00
2,3,280,2024-11-23T20:57:00
2,4,340,2024-12-16T19:38:00
2,5,710,2024-5-1T4:39:00
2,6,290,2024-5-8T15:53:00
2,7,820,2024-12-21T20:34:00
2,8,350,2024-10-13T8:36:00
2,9,540,2024-9-5T8:49:00
2,10,170,2024-6-20T8:19:00
3,1,420,2024-3-24T14:37:00
3,2,280,2024-6-11T16:42:00
3,4,720,2024-2-24T15:55:00
3,5,280,2024-3-9T18:58:00
3,6,690,2024-5-2T13:41:00
3,7,530,2024-7-20T23:15:00
3,8,510,2024-7-19T1:47:00
3,9,620,2024-7-18T5:50:00
3,10,410,2024-8-18T20:35:00
4,1,140,2024-1-18T22:13:00
4,2,340,2024-3-3T11:16:00
4,3,720,2024-10-29T11:24:00
4,5,320,2024-11-29T15:17:00
4,6,640,2024-12-13T1:59:00
4,7,830,2024-8-4T16:46:00
4,8,290,2024-2-19T19:31:00
4,9,450,2024-1-27T16:16:00
4,10,810,2024-5-7T19:35:00
5,1,620,2024-9-2T10:28:00
5,2,710,2024-9-21T7:6:00
5,3,280,2024-1-30T17:50:00
5,4,320,2024-8-15T5:34:00
5,6,470,2024-12-9T21:24:00
5,7,350,2024-6-5T2:16:00
5,8,280,2024-11-10T17:37:00
5,9,910,2024-11-4T0:14:00
5,10,280,2024-8-12T12:3:00
6,1,280,2024-3-19T16:22:00
6,2,290,2024-3-16T23:48:00
6,3,690,2024-3-20T6:47:00
6,4,640,2024-8-30T9:13:00
6,5,470,2024-1-22T16:35:00
6,7,150,2024-9-20T18:24:00
6,8,350,2024-10-29T17:33:00
6,9,810,2024-8-11T17:16:00
6,10,680,2024-4-6T2:3:00
7,1,190,2024-3-15T4:50:00
7,2,820,2024-5-14T10:30:00
7,3,530,2024-7-4T17:57:00
7,4,830,2024-12-14T0:28:00
7,5,350,2024-4-30T7:41:00
7,6,150,2024-2-28T8:9:00
7,8,540,2024-7-11T7:11:00
7,9,340,2024-1-15T15:27:00
7,10,680,2024-5-17T22:1:00
8,1,320,2024-11-5T10:6:00
8,2,350,2024-2-26T5:6:00
8,3,510,2024-6-3T7:48:00
8,4,290,2024-3-12T20:26:00
8,5,280,2024-9-28T12:36:00
8,6,350,2024-7-12T12:24:00
8,7,540,2024-9-13T12:53:00
8,9,420,2024-12-7T16:16:00
8,10,680,2024-2-2T4:11:00
9,1,470,2024-8-26T10:49:00
9,2,540,2024-6-15T0:50:00
9,3,620,2024-3-6T23:20:00
9,4,450,2024-4-19T19:20:00
9,5,910,2024-10-15T23:40:00
9,6,810,2024-8-21T8:7:00
9,7,340,2024-8-2T10:15:00
9,8,420,2024-6-22T5:48:00
9,10,320,2024-8-24T18:17:00
10,1,220,2024-9-16T23:17:00
10,2,170,2024-6-25T21:46:00
10,3,410,2024-7-27T23:59:00
10,4,810,2024-5-8T2:10:00
10,5,280,2024-3-15T10:7:00
10,6,680,2024-1-11T0:47:00
10,7,680,2024-7-29T1:21:00
10,8,680,2024-9-3T10:24:00
10,9,320,2024-8-19T19:23:00
1,2,300,2024-5-12T12:21:00
1,3,420,2024-5-29T15:3:00
1,4,140,2024-1-21T18:16:00
1,5,620,2024-2-8T23:58:00
1,6,280,2024-4-30T2:6:00
1,7,190,2024-8-16T5:52:00
1,8,320,2024-5-19T6:59:00
1,9,470,2024-3-3T3:9:00
1,10,220,2024-6-20T3:21:00
2,1,300,2024-9-17T14:54:00
2,3,280,2024-10-17T8:12:00
2,4,340,2024-5-3T12:16:00
2,5,710,2024-7-24T18:34:00
2,6,290,2024-1-13T20:35:00
2,7,820,2024-3-13T6:10:00
2,8,350,2024-11-22T3:35:00
2,9,540,2024-8-9T20:46:00
2,10,170,2024-3-15T11:15:00
3,1,420,2024-6-29T14:13:00
3,2,280,2024-4-13T23:45:00
3,4,720,2024-5-14T12:35:00
3,5,280,2024-6-7T1:2:00
3,6,690,2024-10-28T22:10:00
3,7,530,2024-5-3T15:54:00
3,8,510,2024-5-7T18:38:00
3,9,620,2024-4-9T8:11:00
3,10,410,2024-11-2T13:46:00
4,1,140,2024-4-24T7:17:00
4,2,340,2024-6-25T5:37:00
4,3,720,2024-6-16T9:5:00
4,5,320,2024-3-7T0:44:00
4,6,640,2024-5-1T2:28:00
4,7,830,2024-4-28T3:26:00
4,8,290,2024-8-8T18:37:00
4,9,450,2024-6-23T17:46:00
4,10,810,2024-8-1T4:22:00
5,1,620,2024-6-29T15:48:00
5,2,710,2024-1-21T6:20:00
5,3,280,2024-9-10T21:49:00
5,4,320,2024-10-23T15:59:00
5,6,470,2024-5-20T2:42:00
5,7,350,2024-2-25T8:51:00
5,8,280,2024-6-25T18:11:00
5,9,910,2024-9-21T2:36:00
5,10,280,2024-1-9T5:4:00
6,1,280,2024-12-8T14:30:00
6,2,290,2024-7-27T15:25:00
6,3,690,2024-3-22T0:32:00
6,4,640,2024-11-16T17:48:00
6,5,470,2024-5-16T2:24:00
6,7,150,2024-3-1T9:14:00
6,8,350,2024-7-12T18:37:00
6,9,810,2024-12-29T18:19:00
6,10,680,2024-2-22T1:2:00
7,1,190,2024-11-11T3:52:00
7,2,820,2024-12-9T12:22:00
7,3,530,2024-3-20T17:32:00
7,4,830,2024-10-17T6:46:00
7,5,350,2024-3-5T14:35:00
7,6,150,2024-8-29T23:6:00
7,8,540,2024-11-4T5:57:00
7,9,340,2024-3-13T22:37:00
7,10,680,2024-11-4T0:5:00
8,1,320,2024-8-17T9:58:00
8,2,350,2024-5-8T4:27:00
8,3,510,2024-4-7T22:14:00
8,4,290,2024-7-19T0:57:00
8,5,280,2024-10-8T7:42:00
8,6,350,2024-2-9T13:59:00
8,7,540,2024-3-19T5:51:00
8,9,420,2024-12-23T7:27:00
8,10,680,2024-6-23T1:11:00
9,1,470,2024-6-4T6:21:00
9,2,540,2024-10-20T20:45:00
9,3,620,2024-11-23T14:15:00
9,4,450,2024-1-10T8:21:00
9,5,910,2024-2-7T12:35:00
9,6,810,2024-7-28T16:22:00
9,7,340,2024-1-23T21:6:00
9,8,420,2024-8-1T18:56:00
9,10,320,2024-1-7T10:58:00
10,1,220,2024-4-20T7:4:00
10,2,170,2024-8-26T7:23:00
10,3,410,2024-3-19T0:33:00
10,4,810,2024-2-18T11:49:00
10,5,280,2024-3-6T4:56:00
10,6,680,2024-2-28T5:27:00
10,7,680,2024-4-28T5:39:00
10,8,680,2024-8-15T10:45:00
10,9,320,2024-12-2T11:5:00
1,2,300,2024-4-9T20:46:00
1,3,420,2024-4-28T19:39:00
1,4,140,2024-6-26T1:27:00
1,5,620,2024-2-2T16:27:00
1,6,280,2024-5-21T4:21:00
1,7,190,2024-4-13T14:45:00
1,8,320,2024-7-5T6:57:00
1,9,470,2024-6-17T4:44:00
1,10,220,2024-6-18T10:30:00
2,1,300,2024-5-20T14:26:00
2,3,280,2024-11-4T15:14:00
2,4,340,2024-9-14T1:58:00
2,5,710,2024-6-17T0:12:00
2,6,290,2024-4-17T4:3:00
2,7,820,2024-9-26T0:49:00
2,8,350,2024-7-27T12:13:00
2,9,540,2024-5-27T22:12:00
2,10,170,2024-10-24T1:12:00
3,1,420,2024-4-5T23:28:00
3,2,280,2024-12-2T10:55:00
3,4,720,2024-6-23T23:21:00
3,5,280,2024-11-14T19:56:00
3,6,690,2024-7-4T10:8:00
3,7,530,2024-4-15T11:8:00
3,8,510,2024-2-10T17:10:00
3,9,620,2024-8-28T14:50:00
3,10,410,2024-9-20T23:21:00
4,1,140,2024-1-13T14:11:00
4,2,340,2024-11-27T16:21:00
4,3,720,2024-10-18T23:54:00
4,5,320,2024-8-21T13:9:00
4,6,640,2024-6-2T20:30:00
4,7,830,2024-1-27T17:41:00
4,8,290,2024-9-8T18:25:00
4,9,450,2024-3-14T19:11:00
4,10,810,2024-4-17T10:53:00
5,1,620,2024-8-27T10:58:00
5,2,710,2024-9-10T6:37:00
5,3,280,2024-4-8T1:3:00
5,4,320,2024-4-17T23:27:00
5,6,470,2024-8-7T20:44:00
5,7,350,2024-2-5T8:39:00
5,8,280,2024-6-22T6:14:00
5,9,910,2024-9-19T21:52:00
5,10,280,2024-5-18T0:55:00
6,1,280,2024-10-14T16:29:00
6,2,290,2024-3-19T13:22:00
6,3,690,2024-1-9T9:46:00
6,4,640,2024-12-23T17:4:00
6,5,470,2024-2-5T15:3:00
6,7,150,2024-7-18T5:58:00
6,8,350,2024-10-26T5:14:00
6,9,810,2024-2-4T12:5:00
6,10,680,2024-9-29T22:18:00
7,1,190,2024-5-6T19:25:00
7,2,820,2024-7-8T21:14:00
7,3,530,2024-8-26T7:33:00
7,4,830,2024-6-22T13:1:00
7,5,350,2024-5-5T16:34:00
7,6,150,2024-1-16T8:38:00
7,8,540,2024-10-14T20:27:00
7,9,340,2024-10-26T22:55:00
7,10,680,2024-9-30T21:42:00
8,1,320,2024-11-3T10:45:00
8,2,350,2024-7-14T21:27:00
8,3,510,2024-3-15T21:56:00
8,4,290,2024-5-27T18:3:00
8,5,280,2024-6-2T16:33:00
8,6,350,2024-8-21T1:19:00
8,7,540,2024-6-16T19:43:00
8,9,420,2024-10-5T17:32:00
8,10,680,2024-7-14T18:39:00
9,1,470,2024-7-26T17:14:00
9,2,540,2024-11-2T22:32:00
9,3,620,2024-9-7T5:22:00
9,4,450,2024-5-30T15:7:00
9,5,910,2024-6-10T6:57:00
9,6,810,2024-3-5T23:6:00
9,7,340,2024-1-5T21:4:00
9,8,420,2024-10-29T19:10:00
9,10,320,2024-2-22T16:32:00
10,1,220,2024-2-27T11:44:00
10,2,170,2024-4-23T9:19:00
10,3,410,2024-6-30T9:26:00
10,4,810,2024-12-6T0:51:00
10,5,280,2024-4-11T17:33:00
10,6,680,2024-1-15T22:41:00
10,7,680,2024-12-20T14:22:00
10,8,680,2024-11-27T9:5:00
10,9,320,2024-6-4T7:27:00
1,2,300,2024-6-28T20:33:00
1,3,420,2024-6-6T17:54:00
1,4,140,2024-5-11T21:33:00
1,5,620,2024-1-13T0:32:00
1,6,280,2024-12-9T0:36:00
1,7,190,2024-7-4T7:52:00
1,8,320,2024-5-18T22:8:00
1,9,470,2024-9-13T0:30:00
1,10,220,2024-11-5T22:52:00
2,1,300,2024-1-21T7:13:00
2,3,280,2024-9-12T13:29:00
2,4,340,2024-6-21T2:22:00
2,5,710,2024-11-29T13:49:00
2,6,290,2024-12-6T9:38:00
2,7,820,2024-7-14T14:20:00
2,8,350,2024-1-20T23:31:00
2,9,540,2024-4-29T21:4:00
2,10,170,2024-12-17T7:35:00
3,1,420,2024-2-16T5:22:00
3,2,280,2024-11-15T22:24:00
3,4,720,2024-6-21T12:44:00
3,5,280,2024-12-5T9:30:00
3,6,690,2024-4-26T14:11:00
3,7,530,2024-10-10T8:47:00
3,8,510,2024-3-26T23:20:00
3,9,620,2024-4-5T20:54:00
3,10,410,2024-11-7T15:9:00
4,1,140,2024-3-14T4:27:00
4,2,340,2024-11-21T4:53:00
4,3,720,2024-2-5T19:34:00
4,5,320,2024-12-22T22:3:00
4,6,640,2024-5-23T0:52:00
4,7,830,2024-9-11T7:15:00
4,8,290,2024-1-16T7:37:00
4,9,450,2024-2-23T15:41:00
4,10,810,2024-10-25T6:10:00
5,1,620,2024-7-24T22:10:00
5,2,710,2024-9-19T6:59:00
5,3,280,2024-3-20T16:29:00
5,4,320,2024-7-14T5:32:00
5,6,470,2024-1-4T21:20:00
5,7,350,2024-11-8T13:57:00
5,8,280,2024-10-30T21:1:00
5,9,910,2024-3-13T15:44:00
5,10,280,2024-7-12T0:12:00
6,1,280,2024-9-16T11:17:00
6,2,290,2024-2-21T16:9:00
6,3,690,2024-10-26T10:56:00
6,4,640,2024-4-14T9:12:00
6,5,470,2024-5-22T21:52:00
6,7,150,2024-12-11T21:52:00
6,8,350,2024-2-23T13:29:00
6,9,810,2024-12-24T8:21:00
6,10,680,2024-7-20T13:27:00
7,1,190,2024-5-24T3:28:00
7,2,820,2024-5-9T5:16:00
7,3,530,2024-8-18T23:21:00
7,4,830,2024-12-1T16:50:00
7,5,350,2024-7-5T2:24:00
7,6,150,2024-7-11T15:51:00
7,8,540,2024-10-14T1:39:00
7,9,340,2024-6-8T2:33:00
7,10,680,2024-12-23T10:18:00
8,1,320,2024-12-14T5:15:00
8,2,350,2024-8-14T13:1:00
8,3,510,2024-8-24T22:29:00
8,4,290,2024-1-4T21:47:00
8,5,280,2024-5-13T8:47:00
8,6,350,2024-6-27T13:17:00
8,7,540,2024-5-14T8:55:00
8,9,420,2024-3-26T2:55:00
8,10,680,2024-9-4T3:49:00
9,1,470,2024-4-9T17:15:00
9,2,540,2024-1-27T9:32:00
9,3,620,2024-1-30T0:4:00
9,4,450,2024-12-19T21:11:00
9,5,910,2024-2-7T14:41:00
9,6,810,2024-6-26T10:49:00
9,7,340,2024-8-30T5:54:00
9,8,420,2024-3-6T2:34:00
9,10,320,2024-1-30T6:11:00
10,1,220,2024-8-15T18:15:00
10,2,170,2024-1-30T15:2:00
10,3,410,2024-6-30T20:41:00
10,4,810,2024-10-23T12:59:00
10,5,280,2024-9-12T5:36:00
10,6,680,2024-8-21T8:34:00
10,7,680,2024-9-8T8:46:00
10,8,680,2024-6-17T20:44:00
10,9,320,2024-2-9T6:11:00
1,2,300,2024-12-20T16:4:00
1,3,420,2024-4-26T10:16:00
1,4,140,2024-6-13T7:29:00
1,5,620,2024-6-15T23:46:00
1,6,280,2024-9-14T10:6:00
1,7,190,2024-10-30T19:56:00
1,8,320,2024-8-4T11:58:00
1,9,470,2024-4-8T15:50:00
1,10,220,2024-5-17T5:22:00
2,1,300,2024-12-20T5:59:00
2,3,280,2024-8-11T5:49:00
2,4,340,2024-9-7T23:9:00
2,5,710,2024-2-27T18:3:00
2,6,290,2024-3-16T17:11:00
2,7,820,2024-7-1T15:57:00
2,8,350,2024-10-12T22:41:00
2,9,540,2024-7-3T6:49:00
2,10,170,2024-12-21T17:43:00
3,1,420,2024-12-22T15:25:00
3,2,280,2024-2-26T12:49:00
3,4,720,2024-6-29T5:44:00
3,5,280,2024-11-22T3:29:00
3,6,690,2024-2-19T9:53:00
3,7,530,2024-5-23T4:7:00
3,8,510,2024-10-29T12:50:00
3,9,620,2024-10-18T2:53:00
3,10,410,2024-9-27T12:6:00
4,1,140,2024-9-14T18:59:00
4,2,340,2024-6-1T16:11:00
4,3,720,2024-5-19T9:37:00
4,5,320,2024-7-28T1:20:00
4,6,640,2024-4-1T13:29:00
4,7,830,2024-2-28T5:13:00
4,8,290,2024-5-29T9:6:00
4,9,450,2024-6-21T17:23:00
4,10,810,2024-12-8T0:37:00
5,1,620,2024-6-30T23:55:00
5,2,710,2024-11-7T15:3:00
5,3,280,2024-10-9T5:28:00
5,4,320,2024-4-11T7:27:00
5,6,470,2024-9-13T1:53:00
5,7,350,2024-6-27T10:32:00
5,8,280,2024-6-15T22:29:00
5,9,910,2024-12-12T23:4:00
5,10,280,2024-7-22T17:25:00
6,1,280,2024-10-29T8:8:00
6,2,290,2024-10-30T4:39:00
6,3,690,2024-11-17T14:58:00
6,4,640,2024-7-21T3:13:00
6,5,470,2024-4-15T9:24:00
6,7,150,2024-6-14T20:25:00
6,8,350,2024-2-10T15:22:00
6,9,810,2024-8-26T9:38:00
6,10,680,2024-12-16T4:47:00
7,1,190,2024-3-1T5:31:00
7,2,820,2024-7-20T1:56:00
7,3,530,2024-11-14T2:26:00
7,4,830,2024-9-13T9:24:00
7,5,350,2024-11-10T11:44:00
7,6,150,2024-8-5T22:39:00
7,8,540,2024-9-10T0:19:00
7,9,340,2024-10-20T5:13:00
7,10,680,2024-11-30T10:27:00
8,1,320,2024-1-13T13:12:00
8,2,350,2024-12-11T15:59:00
8,3,510,2024-9-10T22:28:00
8,4,290,2024-4-3T18:5:00
8,5,280,2024-5-3T7:22:00
8,6,350,2024-11-2T6:58:00
8,7,540,2024-9-8T7:2:00
8,9,420,2024-1-4T13:54:00
8,10,680,2024-7-24T2:29:00
9,1,470,2024-9-14T13:53:00
9,2,540,2024-12-12T20:49:00
9,3,620,2024-9-18T5:16:00
9,4,450,2024-4-10T17:29:00
9,5,910,2024-10-13T12:5:00
9,6,810,2024-3-30T15:3:00
9,7,340,2024-5-4T8:20:00
9,8,420,2024-11-4T16:47:00
9,10,320,2024-6-16T10:9:00
10,1,220,2024-12-7T17:47:00
10,2,170,2024-5-6T13:58:00
10,3,410,2024-1-4T13:48:00
10,4,810,2024-10-17T22:19:00
10,5,280,2024-11-29T5:48:00
10,6,680,2024-3-24T19:29:00
10,7,680,2024-7-10T7:19:00
10,8,680,2024-10-5T20:16:00
10,9,320,2024-12-8T10:30:00
1,2,300,2024-5-17T8:21:00
1,3,420,2024-10-3T7:38:00
1,4,140,2024-12-24T23:16:00
1,5,620,2024-9-19T16:53:00
1,6,280,2024-8-14T17:7:00
1,7,190,2024-8-29T5:32:00
1,8,320,2024-3-4T10:27:00
1,9,470,2024-2-2T16:24:00
1,10,220,2024-9-26T22:53:00
2,1,300,2024-4-10T18:9:00
2,3,280,2024-1-25T7:24:00
2,4,340,2024-12-24T5:37:00
2,5,710,2024-8-29T19:58:00
2,6,290,2024-4-19T0:14:00
2,7,820,2024-12-18T16:54:00
2,8,350,2024-6-25T6:33:00
2,9,540,2024-3-26T9:24:00
2,10,170,2024-10-27T21:34:00
3,1,420,2024-9-9T5:10:00
3,2,280,2024-5-11T1:20:00
3,4,720,2024-1-6T7:41:00
3,5,280,2024-12-6T6:43:00
3,6,690,2024-1-21T17:53:00
3,7,530,2024-1-29T23:13:00
3,8,510,2024-3-20T11:8:00
3,9,620,2024-8-9T12:39:00
3,10,410,2024-3-23T23:2:00
4,1,140,2024-11-15T12:31:00
4,2,340,2024-9-4T19:13:00
4,3,720,2024-4-28T19:7:00
4,5,320,2024-7-10T14:37:00
4,6,640,2024-10-19T6:43:00
4,7,830,2024-2-19T14:23:00
4,8,290,2024-6-11T2:13:00
4,9,450,2024-1-1T5:3:00
4,10,810,2024-2-11T17:32:00
5,1,620,2024-8-24T20:20:00
5,2,710,2024-11-30T15:16:00
5,3,280,2024-9-5T10:3:00
5,4,320,2024-9-12T17:44:00
5,6,470,2024-6-22T4:52:00
5,7,350,2024-9-3T21:35:00
5,8,280,2024-11-17T14:18:00
5,9,910,2024-9-2T12:9:00
5,10,280,2024-9-25T1:53:00
6,1,280,2024-9-5T14:31:00
6,2,290,2024-8-22T21:24:00
6,3,690,2024-4-28T5:45:00
6,4,640,2024-12-11T9:38:00
6,5,470,2024-7-26T22:51:00
6,7,150,2024-11-5T13:22:00
6,8,350,2024-4-17T1:19:00
6,9,810,2024-3-7T1:46:00
6,10,680,2024-9-13T2:13:00
7,1,190,2024-9-21T20:4:00
7,2,820,2024-6-20T15:51:00
7,3,530,2024-8-6T10:44:00
7,4,830,2024-7-21T8:16:00
7,5,350,2024-1-24T4:12:00
7,6,150,2024-8-3T14:59:00
7,8,540,2024-7-25T17:11:00
7,9,340,2024-5-5T13:59:00
7,10,680,2024-11-27T22:11:00
8,1,320,2024-11-27T8:53:00
8,2,350,2024-9-23T7:46:00
8,3,510,2024-10-5T20:2:00
8,4,290,2024-11-4T18:3:00
8,5,280,2024-1-15T7:32:00
8,6,350,2024-3-24T12:35:00
8,7,540,2024-9-28T23:20:00
8,9,420,2024-2-1T10:36:00
8,10,680,2024-5-6T4:48:00
9,1,470,2024-2-14T8:4:00
9,2,540,2024-3-21T22:23:00
9,3,620,2024-6-19T0:49:00
9,4,450,2024-6-10T18:8:00
9,5,910,2024-6-28T10:9:00
9,6,810,2024-8-12T3:41:00
9,7,340,2024-10-4T9:23:00
9,8,420,2024-7-6T14:25:00
9,10,320,2024-9-12T18:49:00
10,1,220,2024-10-4T3:41:00
10,2,170,2024-12-16T15:59:00
10,3,410,2024-3-11T9:29:00
10,4,810,2024-4-10T9:45:00
10,5,280,2024-8-7T4:41:00
10,6,680,2024-3-16T13:21:00
10,7,680,2024-12-19T18:26:00
10,8,680,2024-4-3T17:17:00
10,9,320,2024-3-8T19:22:00
1,2,300,2024-1-7T10:53:00
1,3,420,2024-1-6T12:20:00
1,4,140,2024-5-29T6:43:00
1,5,620,2024-6-24T4:56:00
1,6,280,2024-3-9T0:24:00
1,7,190,2024-11-1T21:7:00
1,8,320,2024-1-27T22:51:00
1,9,470,2024-5-1T11:38:00
1,10,220,2024-7-10T4:29:00
2,1,300,2024-10-7T22:52:00
2,3,280,2024-5-21T20:52:00
2,4,340,2024-9-13T23:2:00
2,5,710,2024-3-29T19:27:00
2,6,290,2024-7-20T3:12:00
2,7,820,2024-2-1T1:24:00
2,8,350,2024-8-25T16:1:00
2,9,540,2024-12-11T19:34:00
2,10,170,2024-9-22T17:43:00
3,1,420,2024-1-20T23:19:00
3,2,280,2024-8-26T20:21:00
3,4,720,2024-9-4T14:3:00
3,5,280,2024-6-20T4:11:00
3,6,690,2024-1-19T19:8:00
3,7,530,2024-2-22T3:23:00
3,8,510,2024-9-20T17:49:00
3,9,620,2024-3-14T18:54:00
3,10,410,2024-4-22T7:25:00
4,1,140,2024-8-25T3:38:00
4,2,340,2024-10-15T19:41:00
